"","X.date","X.location","X.money","X.organization","X.percent","X.person","X.time","DOC.CLASS"
"1",0.797021504252889,2.46750895568418,0,2.11675809967476,0,0.273628182610255,0,"tabloid"
"2",1.19553225637933,0.352501279383455,3.63207433031481,0.423351619934953,0,0.222956296941689,0,"tabloid"
"3",1.19553225637933,1.41000511753382,0,1.52406583176583,0,0.32430006827882,4.65831932823688,"tabloid"
"4",0.597766128189667,1.05750383815036,0,0.931373563856896,0,0.273628182610255,0,"tabloid"
"5",0.199255376063222,0,0,1.43939550777884,0,0.152015657005697,0,"tabloid"
"6",0.996276880316112,0.352501279383455,7.26414866062962,1.7780768037268,0,0.101343771337131,0,"tabloid"
"7",0.797021504252889,0.176250639691727,0,1.27005485980486,0,0.415509462482239,0,"tabloid"
"8",0.597766128189667,2.46750895568418,0,0,0,0.263493805476541,0,"tabloid"
"9",1.99255376063222,0.176250639691727,0,1.94741745170078,0,0.293896936877681,4.65831932823688,"tabloid"
"10",1.19553225637933,0.705002558766909,0,1.7780768037268,0,0.121612525604558,0,"tabloid"
"11",1.99255376063222,1.41000511753382,0,0.931373563856896,0,0.638465759423927,0,"tabloid"
"12",0.797021504252889,0.176250639691727,0,2.7094503675837,0,0.121612525604558,0,"tabloid"
"13",0,0,0,1.01604388784389,0,0.202687542674263,0,"tabloid"
"14",0.398510752126445,2.82001023506764,0,1.35472518379185,0,0.121612525604558,0,"tabloid"
"15",0.199255376063222,0.352501279383455,10.8962229909444,2.03208777568777,0,0.233090674075402,2.32915966411844,"tabloid"
"16",1.59404300850578,0.176250639691727,3.63207433031481,0.423351619934953,0,0.101343771337131,0,"tabloid"
"17",0.996276880316112,0.352501279383455,5.44811149547222,0.423351619934953,0,0.172284411273123,0,"tabloid"
"18",2.78957526488511,0,14.5282973212592,0.846703239869905,0,0.0608062628022788,0,"tabloid"
"19",0.996276880316112,0.705002558766909,0,0.931373563856896,8.58671788538118,0.172284411273123,4.65831932823688,"tabloid"
"20",0.797021504252889,0.176250639691727,0,1.60873615575282,0,0.283762559743968,0,"tabloid"
"21",4.18436289732767,0.881253198458636,3.63207433031481,1.27005485980486,0,0.19255316554055,0,"tabloid"
"22",0.597766128189667,1.05750383815036,0,0.508021943921943,0,0.243225051209115,2.32915966411844,"tabloid"
"23",1.19553225637933,0.528751919075182,5.44811149547222,1.18538453581787,0,0.111478148470844,0,"tabloid"
"24",0.398510752126445,1.05750383815036,0,0.169340647973981,0,0.233090674075402,0,"tabloid"
"25",0.199255376063222,1.05750383815036,0,2.11675809967476,0,0.435778216749665,6.98747899235531,"tabloid"
"26",0.996276880316112,0.881253198458636,0,0.254010971960972,0,0.395240708214812,0,"tabloid"
"27",0.996276880316112,1.05750383815036,0,2.03208777568777,0,0.172284411273123,0,"tabloid"
"28",1.19553225637933,0.352501279383455,0,0.592692267908934,0,0.16215003413941,2.32915966411844,"tabloid"
"29",0.398510752126445,0.705002558766909,0,1.01604388784389,0,0.283762559743968,4.65831932823688,"tabloid"
"30",0.199255376063222,0.176250639691727,0,1.10071421183088,0,0.202687542674263,0,"tabloid"
"31",2.39106451275867,2.29125831599245,0,0,0,0.283762559743968,0,"tabloid"
"32",0,0.352501279383455,0,0.846703239869905,0,0.212821919807976,0,"tabloid"
"33",1.39478763244256,0.352501279383455,0,1.01604388784389,0,0.131746902738271,0,"tabloid"
"34",0.797021504252889,0.352501279383455,0,1.69340647973981,0,0.0506718856685657,2.32915966411844,"tabloid"
"35",0.398510752126445,1.41000511753382,34.5047061379907,0.508021943921943,0,0.314165691145107,0,"tabloid"
"36",0.398510752126445,0.528751919075182,0,1.52406583176583,0,0.152015657005697,0,"tabloid"
"37",0.797021504252889,0,0,1.7780768037268,0,0.293896936877681,4.65831932823688,"tabloid"
"38",1.19553225637933,0.528751919075182,0,1.10071421183088,0,0.0912093942034182,0,"tabloid"
"39",0.199255376063222,0.352501279383455,5.44811149547222,3.5561536074536,25.7601536561436,0.233090674075402,0,"tabloid"
"40",1.39478763244256,2.11500767630073,0,0.931373563856896,0,0.253359428342828,0,"tabloid"
