"","X29","X29.1","X29.2","X25","X29.3","X25.1","X26","X21","X29.4","X21.1","X21.2","X21.3","X29.5","X29.6","X29.7","X21.4","X21.5","X25.2","X21.6","X24","X29.8","DOC.CLASS"
"124",26,25,26,25,24,20,20,22,26,22,22,17,25,24,24,22,17,25,22,19,19,"tabloid"
"125",31,31,30,27,31,21,21,26,31,28,28,25,30,30,31,28,25,25,26,18,26,"tabloid"
"126",18,17,18,17,17,14,14,15,17,14,14,14,16,16,17,14,14,17,15,13,15,"tabloid"
"127",21,19,21,16,21,14,15,16,20,18,17,15,17,17,19,17,15,16,16,11,16,"tabloid"
"128",25,23,25,21,23,15,15,13,25,21,21,17,22,22,23,21,17,20,13,15,19,"tabloid"
"129",20,18,19,15,18,12,12,13,20,16,16,16,17,17,18,16,16,15,13,12,18,"tabloid"
"130",23,23,23,18,23,19,19,20,23,22,22,22,23,23,23,22,22,18,20,19,23,"tabloid"
"131",74,70,71,33,71,37,34,36,74,63,62,59,64,64,70,62,59,33,35,37,64,"tabloid"
"132",25,24,25,23,25,23,22,20,25,21,21,8,22,22,24,21,8,23,20,23,10,"tabloid"
"133",28,26,28,25,26,23,22,17,27,24,23,19,24,23,25,23,19,25,16,23,19,"tabloid"
"134",19,18,19,18,19,14,17,16,19,15,15,14,18,18,18,15,14,18,16,14,17,"tabloid"
"135",16,15,15,10,15,11,13,11,15,12,12,12,15,15,15,12,12,10,11,10,14,"tabloid"
"136",29,29,29,24,29,27,29,24,29,26,26,24,29,29,29,26,24,24,23,25,27,"tabloid"
"137",15,14,15,14,15,12,13,12,15,12,12,11,13,13,14,12,11,14,12,10,13,"tabloid"
"138",28,26,28,22,26,20,20,23,28,25,25,23,26,26,26,25,23,22,23,18,23,"tabloid"
"139",19,19,19,16,19,14,14,16,19,16,16,12,19,19,19,16,12,16,16,14,12,"tabloid"
"140",29,29,29,21,29,17,17,23,29,23,23,22,29,29,29,23,22,21,23,17,25,"tabloid"
"141",22,21,22,18,21,18,19,19,22,20,20,19,21,21,21,20,19,18,19,18,20,"tabloid"
"142",38,38,38,29,38,25,27,24,38,31,30,28,35,35,38,30,28,29,24,24,32,"tabloid"
"143",20,17,20,15,17,15,16,15,20,14,14,14,15,15,17,14,14,15,15,13,15,"tabloid"
"144",15,15,15,15,15,13,13,12,15,13,13,12,15,15,15,13,12,15,12,13,14,"tabloid"
"145",14,12,14,11,12,11,11,10,14,11,11,10,11,11,12,11,10,11,10,11,11,"tabloid"
"146",23,23,23,19,23,19,21,17,23,19,19,19,23,23,23,19,19,19,17,19,21,"tabloid"
"147",18,17,18,14,17,12,13,14,17,16,15,11,17,16,17,15,11,14,14,12,11,"tabloid"
"148",22,20,22,17,20,14,18,15,22,18,18,14,20,20,20,18,14,17,15,12,16,"tabloid"
"149",17,16,17,16,16,15,15,15,17,14,14,13,16,16,16,14,13,16,15,15,15,"tabloid"
"150",26,26,26,20,26,18,19,18,26,23,22,22,24,24,26,22,22,20,18,18,25,"tabloid"
"151",21,20,21,17,20,16,16,16,21,17,17,13,20,20,20,17,13,17,16,15,15,"tabloid"
"152",35,32,34,26,33,24,24,21,34,31,29,28,31,31,32,29,28,26,21,24,29,"tabloid"
"153",32,31,32,24,31,20,18,26,32,23,23,19,30,30,31,23,19,24,26,19,25,"tabloid"
"154",19,18,19,18,18,18,17,16,19,17,17,16,18,18,18,17,16,18,16,17,17,"tabloid"
"155",21,21,21,21,21,14,14,19,21,16,16,14,20,20,21,16,14,21,19,13,16,"tabloid"
"156",27,26,27,25,27,20,19,22,27,22,22,22,26,26,26,22,22,25,21,20,26,"tabloid"
"157",26,25,26,26,25,24,24,22,26,24,24,24,23,23,25,24,24,26,22,24,25,"tabloid"
"158",21,20,21,17,21,18,17,17,21,18,18,15,19,19,20,18,15,17,17,18,15,"tabloid"
"159",26,25,26,22,25,21,22,20,26,21,21,21,25,25,25,21,21,22,20,21,24,"tabloid"
"160",18,17,18,18,17,14,14,16,18,15,15,12,15,15,17,15,12,18,16,14,13,"tabloid"
"161",12,12,12,12,12,11,11,12,12,9,9,9,12,12,12,9,9,12,12,11,12,"tabloid"
"162",43,41,43,39,40,35,35,30,43,37,37,25,39,38,40,37,25,39,30,33,28,"tabloid"
"163",25,23,25,24,24,22,23,21,25,20,20,20,22,22,23,20,20,24,21,22,24,"tabloid"
"164",39,33,39,34,34,33,30,30,38,30,29,27,26,26,33,29,27,34,30,32,33,"tabloid"
"165",35,31,34,32,32,27,28,21,34,28,27,23,22,21,31,27,23,32,21,27,29,"tabloid"
"166",28,27,28,23,27,21,23,25,27,26,25,23,26,26,27,25,23,23,25,21,24,"tabloid"
"167",18,18,18,18,18,16,17,18,18,18,18,18,18,18,18,18,18,18,18,16,18,"tabloid"
"168",22,22,22,20,22,17,16,17,22,20,20,18,20,20,22,20,18,20,16,17,19,"tabloid"
"169",15,14,15,14,14,14,14,14,15,12,12,11,14,14,14,12,11,14,14,14,13,"tabloid"
"170",30,27,30,27,28,26,27,25,30,26,26,22,27,27,27,26,22,27,25,26,24,"tabloid"
"171",9,8,9,9,8,9,9,8,9,7,7,7,8,8,8,7,7,9,8,9,9,"tabloid"
"172",13,13,13,12,13,12,12,13,13,10,10,10,13,13,13,10,10,12,13,12,12,"tabloid"
"173",17,17,17,17,17,14,15,17,17,16,16,15,17,17,17,16,15,17,17,14,16,"tabloid"
"174",18,18,18,16,18,14,13,14,18,16,16,14,17,17,18,16,14,16,14,14,16,"tabloid"
"175",36,36,36,31,36,29,31,24,36,33,32,31,35,35,36,32,31,31,24,29,35,"tabloid"
"176",28,27,28,24,26,18,18,18,28,25,25,21,25,24,26,25,21,24,18,18,22,"tabloid"
"177",39,35,39,32,35,30,26,29,39,30,30,27,34,34,35,30,27,32,29,30,31,"tabloid"
"178",25,24,25,20,24,18,19,18,24,22,22,21,22,22,24,22,21,20,18,18,22,"tabloid"
"179",24,17,21,16,17,14,16,12,23,13,12,11,14,14,17,12,11,16,11,13,21,"tabloid"
"180",26,22,26,23,26,18,19,20,26,16,15,15,21,21,22,15,15,23,20,16,15,"tabloid"
"181",15,15,15,14,15,13,14,14,14,13,12,12,14,14,15,12,12,14,14,12,13,"tabloid"
"182",19,15,19,16,16,11,16,14,19,15,15,14,15,15,15,15,14,16,13,11,14,"tabloid"
"183",21,20,21,16,20,16,17,17,21,18,18,15,20,20,20,18,15,16,17,16,15,"tabloid"
"184",28,28,28,18,28,18,19,18,28,24,24,23,28,28,28,24,23,18,18,18,26,"tabloid"
"185",17,17,17,14,17,14,16,14,17,15,15,12,16,16,17,15,12,14,14,14,13,"tabloid"
"186",18,17,18,16,18,14,15,12,18,15,15,14,16,16,17,15,14,16,12,14,17,"tabloid"
"187",19,19,19,17,19,16,16,16,19,14,14,14,19,19,19,14,14,17,16,15,17,"tabloid"
"188",25,24,25,25,25,24,25,21,25,21,21,21,23,23,24,21,21,25,21,23,25,"tabloid"
"189",18,18,18,16,18,15,14,14,18,15,15,15,17,17,18,15,15,16,14,15,17,"tabloid"
"190",31,30,31,23,31,24,28,20,31,27,27,26,29,29,30,27,26,23,19,24,28,"tabloid"
"191",10,10,10,10,10,9,9,10,10,8,8,8,10,10,10,8,8,10,10,9,10,"tabloid"
"192",19,17,19,17,18,15,16,16,19,13,13,8,17,17,17,13,8,17,16,15,11,"tabloid"
"193",15,14,15,12,14,10,11,9,15,11,11,8,13,13,14,11,8,12,9,10,8,"tabloid"
"194",27,26,27,24,27,18,21,22,26,18,18,17,25,25,26,18,17,24,22,18,21,"tabloid"
"195",93,92,93,85,92,83,82,82,93,79,79,71,91,91,92,79,71,85,81,81,78,"tabloid"
"196",18,18,18,16,18,16,17,15,18,13,13,12,18,18,18,13,12,16,15,16,15,"tabloid"
"197",24,23,24,17,23,23,23,20,24,18,18,18,23,23,23,18,18,17,20,22,23,"tabloid"
"198",22,21,22,21,21,19,19,19,22,20,20,18,21,21,21,20,18,21,19,19,19,"tabloid"
"199",21,20,21,20,20,16,16,17,20,18,18,18,20,20,20,18,18,20,17,16,19,"tabloid"
"200",20,18,20,15,19,14,14,16,20,15,15,13,16,16,18,15,13,15,16,14,14,"tabloid"
"201",26,24,26,20,24,16,17,19,26,23,23,21,23,23,24,23,21,20,19,16,21,"tabloid"
"202",16,16,16,14,16,16,15,15,15,13,12,11,14,14,16,12,11,14,15,14,14,"tabloid"
"203",14,14,14,14,14,13,13,13,14,13,13,12,14,14,14,13,12,14,13,13,13,"tabloid"
"204",25,23,25,22,22,15,16,20,24,19,18,17,22,21,22,18,17,22,20,15,19,"tabloid"
"205",16,16,16,16,16,13,13,14,16,13,13,13,16,16,16,13,13,16,14,13,16,"tabloid"
"206",26,25,25,22,25,22,21,23,26,22,22,19,24,24,25,22,19,22,23,21,21,"tabloid"
"207",41,37,40,33,39,26,26,27,41,32,32,23,33,33,37,32,23,33,27,26,29,"tabloid"
"208",26,23,23,18,25,16,16,14,26,21,21,18,18,18,23,21,18,18,14,15,22,"tabloid"
"209",13,12,13,10,12,8,9,8,13,10,10,10,11,11,12,10,10,10,8,8,11,"tabloid"
"210",18,17,18,15,17,15,17,16,18,16,16,16,17,17,17,16,16,15,16,15,16,"tabloid"
"211",24,23,24,19,23,15,15,15,23,20,20,19,23,23,23,20,19,19,15,14,22,"tabloid"
"212",23,23,23,20,23,19,19,18,22,23,22,21,21,21,23,22,21,20,18,18,21,"tabloid"
"213",15,13,15,14,15,12,11,14,15,9,9,8,13,13,13,9,8,14,14,11,12,"tabloid"
"214",14,14,14,14,14,14,14,14,14,12,12,12,14,14,14,12,12,14,14,14,14,"tabloid"
"215",24,23,24,17,23,19,20,18,23,21,20,18,21,21,23,20,18,17,18,18,18,"tabloid"
"216",24,22,24,19,22,17,16,15,24,20,20,18,22,22,22,20,18,19,15,16,19,"tabloid"
"217",27,26,27,25,27,23,23,20,27,21,21,21,23,23,26,21,21,25,20,22,26,"tabloid"
"218",22,22,22,20,22,19,20,20,22,19,19,17,22,22,22,19,17,20,20,18,19,"tabloid"
"219",20,20,20,19,20,16,16,17,20,17,17,13,19,19,20,17,13,19,17,16,14,"tabloid"
"220",14,13,14,12,13,12,13,10,14,12,12,12,12,12,13,12,12,12,10,12,13,"tabloid"
"221",33,30,33,25,29,22,23,14,33,25,25,23,30,29,29,25,23,25,14,20,26,"tabloid"
"222",18,16,18,15,17,15,14,14,18,14,14,13,16,16,16,14,13,15,14,14,16,"tabloid"
"223",27,24,27,23,24,22,21,19,27,21,21,21,23,23,24,21,21,23,19,22,22,"tabloid"
"224",36,35,36,32,35,34,35,26,36,27,27,27,35,35,35,27,27,32,25,32,36,"tabloid"
"225",18,15,18,15,16,13,14,14,18,14,14,14,14,14,15,14,14,15,14,12,15,"tabloid"
"226",17,15,17,15,16,17,16,16,17,12,12,12,14,14,15,12,12,15,16,17,14,"tabloid"
"227",27,23,27,24,23,18,22,21,27,22,22,22,23,23,23,22,22,24,21,17,23,"tabloid"
"228",12,12,12,11,12,11,11,12,12,9,9,9,12,12,12,9,9,11,12,11,11,"tabloid"
"229",18,17,18,15,18,14,16,15,18,14,14,13,17,17,17,14,13,15,15,14,16,"tabloid"
"230",33,32,33,30,32,27,28,28,33,27,26,24,32,32,32,26,24,30,28,27,29,"tabloid"
"231",18,15,18,14,16,13,12,14,17,14,14,6,14,13,15,14,6,14,14,13,6,"tabloid"
"232",25,24,25,24,24,23,24,22,25,24,24,22,23,23,24,24,22,24,21,23,22,"tabloid"
"233",25,23,25,21,23,18,18,20,25,21,21,18,22,22,23,21,18,21,20,18,20,"tabloid"
"234",11,10,11,10,11,10,9,9,10,7,7,6,10,10,10,7,6,10,9,10,7,"tabloid"
"235",21,20,21,16,20,12,15,14,21,15,15,15,18,18,20,15,15,16,14,12,18,"tabloid"
"236",30,27,29,25,28,23,24,22,30,25,25,21,26,26,27,25,21,25,22,23,22,"tabloid"
"237",21,20,21,20,20,16,17,15,21,18,18,16,20,20,20,18,16,20,15,16,19,"tabloid"
"238",23,23,23,22,23,14,16,20,23,22,22,17,23,23,23,22,17,22,20,14,18,"tabloid"
"239",25,25,25,22,25,15,17,22,25,19,19,14,25,25,25,19,14,22,22,15,18,"tabloid"
"240",15,14,15,12,15,12,12,12,15,11,11,11,14,14,14,11,11,12,12,12,14,"tabloid"
"241",24,24,24,19,24,21,22,21,24,21,20,19,23,23,24,20,19,19,21,21,21,"tabloid"
"242",21,21,21,18,21,18,17,19,21,18,18,17,21,21,21,18,17,18,17,18,20,"tabloid"
"243",27,25,27,24,25,16,17,19,27,24,24,22,25,25,25,24,22,24,19,16,23,"tabloid"
"244",18,16,18,18,17,16,15,16,18,13,13,10,14,14,16,13,10,18,16,16,12,"tabloid"
"245",20,20,20,18,20,16,17,20,20,19,19,19,19,19,20,19,19,18,20,13,19,"tabloid"
"246",21,20,21,19,20,20,20,16,20,17,17,17,20,20,20,17,17,19,16,19,19,"tabloid"
"247",20,19,19,14,19,11,11,10,20,17,17,14,16,16,19,17,14,14,10,11,14,"tabloid"
"248",27,27,27,19,27,15,16,14,26,23,22,22,24,24,27,22,22,18,13,15,24,"tabloid"
"249",32,32,32,22,32,19,19,18,32,31,31,27,32,32,32,31,27,22,18,19,28,"tabloid"
"250",17,16,17,13,16,15,17,15,16,14,13,13,14,14,16,13,13,13,15,14,14,"tabloid"
"251",20,19,20,18,18,12,15,15,20,15,15,13,19,18,18,15,13,18,15,12,16,"tabloid"
"252",22,22,22,19,22,19,18,15,22,19,19,19,22,22,22,19,19,19,15,19,22,"tabloid"
"253",39,38,39,32,38,26,27,26,39,35,35,34,37,37,38,35,34,32,26,25,35,"tabloid"
"254",21,20,21,19,21,15,15,16,21,18,18,18,18,18,20,18,18,19,15,15,20,"tabloid"
"255",10,10,10,9,10,10,10,10,9,8,7,7,9,9,10,7,7,9,9,10,8,"tabloid"
"256",20,19,20,18,20,14,13,19,20,15,15,14,18,18,19,15,14,18,19,13,16,"tabloid"
"257",20,19,20,18,19,18,18,17,20,15,15,12,19,19,19,15,12,18,17,18,15,"tabloid"
"258",54,51,54,45,53,43,41,43,54,50,50,49,51,51,51,50,49,45,43,43,51,"tabloid"
"259",20,20,20,19,20,14,15,16,20,16,16,16,20,20,20,16,16,19,16,14,20,"tabloid"
"260",16,15,16,15,16,15,12,14,16,14,13,12,14,14,15,13,12,15,14,15,12,"tabloid"
"261",20,20,20,18,20,14,15,16,20,17,17,15,19,19,20,17,15,18,15,14,16,"tabloid"
"262",34,32,34,33,31,29,28,22,34,28,28,17,31,30,31,28,17,33,22,29,20,"tabloid"
"263",20,20,20,20,20,19,19,20,20,19,19,19,20,20,20,19,19,20,20,18,20,"tabloid"
"264",14,11,14,11,12,11,11,11,13,10,9,9,10,10,11,9,9,11,11,11,10,"tabloid"
"265",25,23,25,19,23,18,19,17,25,23,23,17,23,23,23,23,17,19,17,18,17,"tabloid"
"266",25,22,25,21,25,17,19,22,25,18,18,18,22,22,22,18,18,21,22,17,21,"tabloid"
"267",26,26,26,21,26,21,21,20,26,21,21,19,26,26,26,21,19,21,20,20,24,"tabloid"
"268",37,31,36,26,34,23,24,24,37,26,25,22,27,27,31,25,22,26,24,23,22,"tabloid"
"269",26,19,26,21,20,19,18,18,25,18,17,17,17,17,19,17,17,21,17,19,22,"tabloid"
"270",28,28,28,20,28,25,24,23,28,23,23,23,25,25,28,23,23,20,23,21,23,"tabloid"
"271",21,19,21,20,19,18,17,20,21,18,18,17,19,19,19,18,17,20,20,18,17,"tabloid"
"272",16,15,16,12,16,13,13,13,15,14,13,12,14,14,15,13,12,12,13,12,13,"tabloid"
"273",26,24,26,25,25,19,19,23,26,19,19,19,22,22,24,19,19,25,23,18,24,"tabloid"
"274",20,17,19,16,17,14,15,15,20,16,16,13,17,17,17,16,13,16,15,14,14,"tabloid"
"275",18,18,18,18,18,15,15,17,18,15,15,15,18,18,18,15,15,18,17,14,18,"tabloid"
"276",18,18,18,18,18,17,18,15,18,16,16,14,18,18,18,16,14,18,15,17,15,"tabloid"
"277",14,12,14,13,12,12,12,12,13,12,12,11,12,12,12,12,11,13,12,11,11,"tabloid"
"278",23,22,23,16,22,17,18,18,23,21,21,16,22,22,22,21,16,16,18,16,16,"tabloid"
"279",27,25,26,21,26,16,14,14,27,23,23,20,20,20,25,23,20,20,13,16,20,"tabloid"
"280",21,21,21,16,21,20,18,15,21,19,19,19,21,21,21,19,19,16,15,19,21,"tabloid"
"281",11,11,11,11,11,11,11,9,11,9,9,7,10,10,11,9,7,11,9,11,9,"tabloid"
"282",19,19,19,15,19,12,14,15,19,14,14,13,19,19,19,14,13,15,15,12,15,"tabloid"
"283",17,14,17,16,15,14,15,13,17,14,14,12,14,14,14,14,12,16,13,13,12,"tabloid"
"284",24,22,24,18,23,19,19,18,24,19,19,16,21,20,21,19,16,18,18,19,17,"tabloid"
"285",26,23,26,21,24,15,17,18,26,20,20,13,23,23,23,20,13,21,17,15,16,"tabloid"
"286",18,17,18,17,17,18,18,16,17,15,14,14,15,15,17,14,14,17,16,16,15,"tabloid"
"287",23,23,23,20,23,14,17,13,23,21,21,18,22,22,23,21,18,20,13,14,19,"tabloid"
"288",11,11,11,9,11,9,10,9,11,9,9,8,11,11,11,9,8,9,9,9,9,"tabloid"
"289",16,15,16,16,16,12,13,15,16,12,12,11,15,15,15,12,11,16,15,11,15,"tabloid"
"290",21,21,21,21,21,21,19,20,21,19,19,19,21,21,21,19,19,21,20,20,21,"tabloid"
"291",26,25,26,26,25,24,23,18,26,23,23,12,23,23,25,23,12,25,18,23,14,"tabloid"
"292",22,21,22,19,21,18,19,18,22,19,19,19,20,20,21,19,19,19,18,18,20,"tabloid"
"293",13,13,13,13,13,12,12,13,13,11,11,11,13,13,13,11,11,13,13,12,13,"tabloid"
"294",25,25,25,22,24,16,18,20,25,23,23,16,25,24,24,23,16,22,20,16,17,"tabloid"
"295",18,17,18,16,17,15,16,15,18,14,14,12,17,17,17,14,12,16,15,14,13,"tabloid"
"296",29,27,29,26,27,25,26,22,29,26,26,23,27,27,27,26,23,26,22,24,24,"tabloid"
"297",17,17,17,16,17,16,16,12,17,15,15,15,15,15,17,15,15,16,11,16,17,"tabloid"
"298",20,20,20,16,20,14,14,17,20,16,16,13,18,18,20,16,13,16,17,12,14,"tabloid"
"299",34,29,31,21,31,23,23,21,33,27,27,24,27,27,29,27,24,21,21,23,27,"tabloid"
"300",26,24,26,19,25,18,18,18,26,22,22,21,23,23,24,22,21,19,18,16,21,"tabloid"
"301",19,19,19,14,19,17,17,15,19,18,18,17,19,19,19,18,17,14,15,17,18,"tabloid"
"302",24,21,23,19,21,19,20,16,23,20,20,20,20,20,21,20,20,19,16,17,21,"tabloid"
"303",15,15,15,14,15,10,11,11,15,12,12,12,14,14,15,12,12,14,11,10,14,"tabloid"
"304",12,11,12,10,11,10,10,10,12,9,9,9,11,11,11,9,9,10,10,10,10,"tabloid"
"305",27,27,27,25,27,18,20,21,26,20,20,19,27,27,27,20,19,25,21,18,25,"tabloid"
"306",29,28,29,26,28,25,25,25,29,25,25,23,28,28,28,25,23,25,25,24,25,"tabloid"
"307",17,17,17,16,17,16,16,17,17,12,12,11,17,17,17,12,11,16,17,16,14,"tabloid"
"308",14,14,14,12,14,13,12,11,14,13,13,13,14,14,14,13,13,12,11,12,14,"tabloid"
"309",19,19,19,16,19,14,15,14,19,15,15,15,18,18,19,15,15,16,14,14,18,"tabloid"
"310",117,114,116,67,114,67,65,63,117,107,104,91,109,109,114,104,91,67,62,65,93,"tabloid"
"311",9,8,9,8,9,7,9,7,8,6,6,5,8,8,8,6,5,8,7,6,6,"tabloid"
"312",22,21,22,21,22,18,19,18,22,17,17,15,20,20,21,17,15,21,17,17,18,"tabloid"
"313",20,18,20,18,19,16,15,14,20,16,16,10,16,16,18,16,10,18,14,16,10,"tabloid"
"314",23,22,23,21,22,20,20,18,23,17,17,17,22,22,22,17,17,21,18,20,20,"tabloid"
"315",17,17,17,13,17,13,13,13,17,15,15,13,17,17,17,15,13,13,12,13,15,"tabloid"
"316",27,26,27,23,26,22,21,19,27,26,26,26,26,26,26,26,26,23,19,20,27,"tabloid"
"317",26,25,26,23,26,22,22,19,26,22,22,22,24,24,25,22,22,23,19,22,24,"tabloid"
"318",16,16,16,13,16,14,14,14,16,13,13,12,15,15,16,13,12,13,14,14,13,"tabloid"
"319",32,30,32,25,32,27,28,26,32,29,29,27,29,29,30,29,27,25,26,26,28,"tabloid"
"320",25,24,25,25,24,22,21,25,25,22,22,22,24,24,24,22,22,25,25,22,24,"tabloid"
"321",16,16,16,14,16,13,13,13,16,16,16,15,15,15,16,16,15,14,13,13,15,"tabloid"
"322",23,22,23,19,22,14,15,18,23,20,20,17,19,19,22,20,17,19,18,14,18,"tabloid"
"323",14,13,14,13,14,8,8,11,13,9,9,9,13,13,13,9,9,13,11,8,13,"tabloid"
"324",17,17,17,15,17,15,16,14,17,14,14,13,15,15,17,14,13,15,14,13,16,"tabloid"
"325",21,19,21,17,20,17,17,17,21,17,17,13,18,18,19,17,13,17,17,17,15,"tabloid"
"326",32,31,32,24,31,22,25,25,32,26,26,22,28,28,31,26,22,24,25,21,23,"tabloid"
"327",14,12,14,11,12,9,10,12,14,11,11,8,12,12,12,11,8,11,12,9,9,"tabloid"
"328",20,20,20,15,20,15,16,14,19,17,17,16,19,19,20,17,16,15,14,15,18,"tabloid"
"329",19,18,19,18,18,13,14,14,18,16,16,15,18,18,18,16,15,18,14,12,16,"tabloid"
"330",30,30,30,28,30,22,21,21,30,27,27,26,29,29,30,27,26,28,21,22,28,"tabloid"
"331",18,17,18,17,17,15,14,17,18,14,14,13,17,17,17,14,13,17,17,15,16,"tabloid"
"332",13,13,13,11,13,10,10,11,13,13,13,9,13,13,13,13,9,11,11,10,9,"tabloid"
"333",20,18,20,18,19,18,18,17,20,17,17,16,18,18,18,17,16,18,17,18,18,"tabloid"
"334",25,24,25,24,24,23,24,19,24,19,18,15,23,23,24,18,15,24,19,23,19,"tabloid"
"335",26,26,26,26,26,21,22,20,26,21,21,21,26,26,26,21,21,26,20,20,26,"tabloid"
"336",16,16,16,14,16,14,15,15,16,12,12,8,16,16,16,12,8,14,15,14,11,"tabloid"
"337",19,19,19,17,19,16,15,17,19,19,19,14,19,19,19,19,14,17,17,15,14,"tabloid"
"338",13,13,13,13,13,12,13,12,13,12,12,12,13,13,13,12,12,12,12,12,13,"tabloid"
"339",20,18,20,16,17,15,15,13,20,15,15,14,17,16,17,15,14,16,13,15,14,"tabloid"
"340",18,17,18,15,17,14,15,16,18,12,12,12,16,16,17,12,12,15,15,14,16,"tabloid"
"341",45,42,45,30,42,29,29,33,45,36,35,31,41,40,41,35,31,30,33,29,35,"tabloid"
"342",23,22,23,21,22,20,20,19,23,22,22,21,22,22,22,22,21,21,19,20,21,"tabloid"
"343",31,29,31,23,29,19,17,23,31,26,26,20,29,29,29,26,20,23,23,19,21,"tabloid"
"344",21,19,21,19,20,17,18,18,21,16,16,15,19,19,19,16,15,19,18,17,17,"tabloid"
"345",17,16,17,15,16,16,15,13,17,11,11,10,13,13,16,11,10,15,13,15,12,"tabloid"
"346",29,27,28,23,27,22,23,24,29,25,25,18,25,25,27,25,18,23,24,21,19,"tabloid"
"347",17,14,17,14,14,14,14,14,16,12,11,11,13,13,14,11,11,14,14,14,11,"tabloid"
"348",20,18,20,15,18,17,17,13,20,17,17,16,17,17,18,17,16,14,12,16,17,"tabloid"
"349",14,14,13,12,14,12,9,10,14,13,13,10,12,12,14,13,10,12,10,11,11,"tabloid"
"350",26,24,25,18,24,20,20,17,26,24,24,22,23,23,24,24,22,18,17,19,22,"tabloid"
"351",20,20,20,15,20,16,15,14,19,17,16,15,18,18,20,16,15,15,14,14,17,"tabloid"
"352",6,6,6,6,6,5,5,5,5,6,5,3,6,6,6,5,3,6,5,5,3,"tabloid"
"353",14,14,14,14,14,14,14,13,14,10,10,10,14,14,14,10,10,14,13,14,14,"tabloid"
"354",29,29,29,26,29,24,23,25,29,26,26,25,29,29,29,26,25,26,25,22,28,"tabloid"
"355",16,15,16,16,16,15,15,12,16,13,13,12,15,15,15,13,12,16,12,15,14,"tabloid"
"356",40,37,39,36,38,26,26,28,39,34,34,30,36,36,37,34,30,36,28,25,32,"tabloid"
"357",22,22,22,21,22,19,19,20,22,19,19,19,22,22,22,19,19,21,20,19,22,"tabloid"
"358",39,38,39,36,38,29,31,29,39,32,32,28,38,38,38,32,28,36,29,28,34,"tabloid"
"359",16,16,16,15,16,14,14,13,16,15,15,15,16,16,16,15,15,15,13,13,15,"tabloid"
"360",21,20,21,17,20,17,17,20,21,18,18,18,20,20,20,18,18,17,20,17,19,"tabloid"
"361",14,13,14,12,13,13,13,12,14,8,8,7,11,11,13,8,7,12,12,13,10,"tabloid"
"362",26,25,26,20,26,20,21,18,26,22,22,21,25,25,25,22,21,20,18,19,24,"tabloid"
"363",27,26,27,24,27,25,25,24,27,22,22,22,26,26,26,22,22,24,24,25,26,"tabloid"
"364",64,63,64,48,63,45,47,50,64,61,60,57,63,63,63,60,57,48,50,44,60,"tabloid"
"365",34,32,34,29,33,26,25,30,34,32,32,28,32,32,32,32,28,29,30,26,28,"tabloid"
"366",12,11,12,12,11,12,12,11,12,9,9,7,11,11,11,9,7,12,11,12,9,"tabloid"
"367",16,14,14,13,14,13,13,12,16,11,11,10,14,14,14,11,10,13,12,12,11,"tabloid"
"368",13,12,13,12,12,12,12,12,13,11,11,9,11,11,12,11,9,12,12,12,10,"tabloid"
"369",26,24,26,24,25,24,24,22,26,22,22,22,24,24,24,22,22,24,22,23,24,"tabloid"
"370",31,30,31,28,30,25,26,23,31,27,27,24,29,29,30,27,24,28,23,25,27,"tabloid"
"371",9,9,9,8,9,7,8,8,9,8,8,8,7,7,9,8,8,8,8,7,8,"tabloid"
"372",18,16,18,17,17,17,17,17,17,15,15,14,16,16,16,15,14,17,17,17,15,"tabloid"
"373",21,20,21,20,21,18,19,16,21,18,18,17,19,19,20,18,17,19,16,18,20,"tabloid"
"374",19,17,19,15,18,15,14,14,18,15,14,13,15,14,17,14,13,14,14,14,14,"tabloid"
"375",44,43,44,34,44,26,28,34,44,39,39,37,43,43,43,39,37,34,33,25,42,"tabloid"
"376",15,14,15,15,14,14,14,12,15,14,14,14,12,12,14,14,14,15,12,14,14,"tabloid"
"377",30,30,30,26,30,26,26,18,30,25,25,15,28,28,30,25,15,26,18,26,19,"tabloid"
"378",12,11,12,11,12,11,10,9,11,11,11,7,11,11,11,11,7,11,9,11,7,"tabloid"
"379",16,15,16,16,16,14,14,14,15,13,12,12,14,14,15,12,12,16,14,14,13,"tabloid"
"380",29,29,29,26,29,24,23,21,29,27,27,27,29,29,29,27,27,26,21,24,29,"tabloid"
"381",33,31,33,29,33,28,26,23,33,25,25,25,31,31,31,25,25,29,23,27,31,"tabloid"
"382",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"tabloid"
"383",16,16,16,16,16,16,16,15,16,14,14,14,16,16,16,14,14,16,15,14,16,"tabloid"
"384",21,21,21,20,21,13,13,14,21,20,20,20,21,21,21,20,20,20,14,13,21,"tabloid"
"385",20,20,20,19,20,15,17,16,20,15,15,15,19,19,20,15,15,19,16,15,19,"tabloid"
"386",18,16,18,14,16,13,13,8,18,13,13,12,15,15,16,13,12,14,8,13,14,"tabloid"
"387",24,22,24,21,22,20,18,21,24,20,20,16,22,22,22,20,16,21,21,20,17,"tabloid"
"388",22,21,22,22,21,19,20,21,21,20,20,19,21,21,21,20,19,22,21,19,20,"tabloid"
"389",11,10,11,11,10,11,11,9,11,10,10,10,10,10,10,10,10,11,8,11,10,"tabloid"
"390",18,18,18,12,18,9,11,6,18,15,15,15,16,16,18,15,15,12,6,9,17,"tabloid"
