"","X29","X29.1","X29.2","X25","X29.3","X25.1","X26","X21","X29.4","X21.1","X21.2","X21.3","X29.5","X29.6","X29.7","X21.4","X21.5","X25.2","X21.6","X24","X29.8","DOC.CLASS"
"658",66,64,66,48,64,46,51,43,66,59,59,52,63,63,64,59,52,48,42,44,56,"tabloid"
"659",30,28,30,24,29,26,24,22,30,25,25,23,27,26,28,25,23,24,22,25,26,"tabloid"
"660",20,19,20,20,20,19,19,19,20,19,19,17,19,19,19,19,17,20,19,19,18,"tabloid"
"661",28,27,28,25,28,23,21,24,28,26,26,20,26,26,27,26,20,25,23,23,20,"tabloid"
"662",30,25,29,23,27,19,19,21,30,20,20,16,24,24,25,20,16,23,21,19,19,"tabloid"
"663",18,15,18,17,17,16,16,16,18,15,15,15,15,15,15,15,15,17,16,16,17,"tabloid"
"664",19,18,19,17,18,17,18,16,19,16,16,15,17,17,18,16,15,17,16,17,16,"tabloid"
"665",40,38,39,33,38,28,30,26,40,35,35,28,38,38,38,35,28,31,26,27,30,"tabloid"
"666",16,16,16,13,16,13,12,13,16,14,14,10,16,16,16,14,10,13,13,13,10,"tabloid"
"667",43,41,43,35,41,38,36,37,43,36,36,32,41,41,41,36,32,35,37,38,37,"tabloid"
"668",22,22,22,21,22,19,19,18,22,20,20,20,22,22,22,20,20,21,18,18,21,"tabloid"
"669",35,35,35,28,35,20,21,18,35,34,34,28,35,35,35,34,28,28,18,19,29,"tabloid"
"670",15,15,15,12,15,12,12,10,15,12,12,10,14,14,15,12,10,12,10,12,12,"tabloid"
"671",34,34,34,25,34,30,29,22,34,30,30,29,34,34,34,30,29,25,22,30,33,"tabloid"
"672",19,18,19,17,19,15,16,15,19,16,16,14,18,18,18,16,14,17,15,15,16,"tabloid"
"673",27,23,27,22,24,18,18,18,27,21,21,17,22,22,23,21,17,22,18,18,20,"tabloid"
"674",18,18,18,17,18,18,18,18,18,15,15,14,18,18,18,15,14,17,18,18,17,"tabloid"
"675",19,18,19,17,19,15,16,15,19,14,14,13,18,18,18,14,13,17,15,14,18,"tabloid"
"676",33,30,33,27,31,23,24,25,32,26,26,24,29,29,30,27,25,26,24,21,29,"tabloid"
"677",37,36,37,31,36,30,29,26,37,33,33,32,35,35,36,33,32,31,26,29,34,"tabloid"
"678",16,16,16,16,16,15,15,14,16,14,14,14,15,15,16,14,14,16,14,15,15,"tabloid"
"679",19,18,19,17,18,16,16,17,19,17,17,16,18,18,18,17,16,17,17,16,17,"tabloid"
"680",34,33,34,26,34,26,25,18,34,30,30,26,33,33,33,30,26,26,18,26,29,"tabloid"
"681",20,20,20,19,20,16,17,18,20,18,18,18,19,19,20,18,18,19,18,16,20,"tabloid"
"682",27,25,26,20,25,17,18,17,27,23,23,21,24,23,25,23,21,20,17,17,22,"tabloid"
"683",9,9,9,9,9,8,8,7,9,6,6,6,9,9,9,6,6,9,7,8,9,"tabloid"
"684",18,17,18,17,17,11,12,15,18,13,13,13,17,17,17,13,13,17,15,11,16,"tabloid"
"685",16,15,16,16,15,15,15,14,16,13,13,11,13,13,15,13,11,16,14,15,13,"tabloid"
"686",16,14,16,12,14,12,12,10,16,13,13,10,11,11,14,13,10,12,10,12,10,"tabloid"
"687",91,91,91,59,91,52,54,51,91,81,81,80,89,89,91,81,80,59,51,49,86,"tabloid"
"688",16,16,16,15,16,16,16,15,15,13,12,12,15,15,16,12,12,15,15,16,14,"tabloid"
"689",30,30,30,26,30,20,23,23,30,27,27,26,29,29,30,27,26,26,23,20,28,"tabloid"
"690",27,25,27,24,26,23,24,24,27,24,24,22,24,24,25,24,22,24,24,22,23,"tabloid"
"691",33,30,32,27,30,25,28,23,33,28,28,22,29,29,30,28,22,27,23,23,23,"tabloid"
"692",21,21,21,17,21,13,14,18,21,16,16,14,18,18,21,16,14,17,18,13,17,"tabloid"
"693",10,10,10,10,10,9,9,10,10,8,8,7,9,9,10,8,7,10,10,9,8,"tabloid"
"694",24,24,24,23,24,21,21,21,24,21,21,21,23,23,24,21,21,23,21,21,24,"tabloid"
"695",14,13,14,14,13,12,12,12,14,13,13,12,13,13,13,13,12,14,12,12,12,"tabloid"
"696",22,21,22,19,21,16,17,19,22,17,17,16,21,21,21,17,16,19,18,15,18,"tabloid"
"697",21,21,21,18,21,16,18,16,21,21,21,21,21,21,21,21,21,18,16,16,21,"tabloid"
"698",32,30,32,28,31,23,24,23,31,27,26,24,27,27,30,26,24,28,23,23,26,"tabloid"
"699",16,16,16,14,16,12,12,12,15,13,12,12,14,14,16,12,12,14,12,12,14,"tabloid"
"700",13,12,13,11,13,11,13,10,13,11,11,10,11,11,12,11,10,11,10,11,11,"tabloid"
"701",23,23,23,23,23,18,19,22,23,22,22,15,23,23,23,22,15,23,22,17,16,"tabloid"
"702",16,16,16,15,16,15,15,14,16,11,11,11,16,16,16,11,11,14,14,15,15,"tabloid"
"703",20,19,20,18,19,19,19,18,20,16,16,16,18,18,19,16,16,18,18,19,18,"tabloid"
"704",15,14,15,12,14,9,10,10,15,12,12,10,14,14,14,12,10,12,10,9,12,"tabloid"
"705",19,18,19,17,18,18,18,16,19,15,15,15,18,18,18,15,15,17,16,18,17,"tabloid"
"706",25,25,25,19,25,16,18,18,25,23,23,23,24,24,25,23,23,19,18,13,23,"tabloid"
"707",12,11,12,9,11,7,8,7,12,10,10,10,10,10,11,10,10,9,7,6,11,"tabloid"
"708",15,14,15,14,15,11,12,13,15,12,12,12,14,14,14,12,12,14,13,11,14,"tabloid"
"709",38,37,38,33,37,31,30,29,38,33,32,31,35,35,37,32,31,33,29,30,33,"tabloid"
"710",23,22,23,20,23,19,20,17,23,21,21,21,22,22,22,21,21,20,17,18,21,"tabloid"
"711",35,33,35,26,33,16,15,19,34,29,29,27,30,30,33,29,27,26,19,16,30,"tabloid"
"712",24,22,23,19,23,15,15,18,24,19,19,18,19,17,22,19,18,19,18,14,21,"tabloid"
"713",12,12,12,12,12,11,10,10,12,10,10,8,12,12,12,10,8,12,10,11,10,"tabloid"
"714",21,19,21,18,20,16,16,16,21,19,19,18,17,17,19,19,18,18,16,15,19,"tabloid"
"715",18,18,18,17,18,16,16,16,18,16,16,15,18,18,18,16,15,17,16,16,16,"tabloid"
"716",12,11,12,9,12,7,6,6,11,10,10,8,11,11,11,10,8,9,6,7,9,"tabloid"
"717",32,31,32,22,31,21,22,22,32,28,27,27,29,29,31,27,27,22,22,20,29,"tabloid"
"718",20,18,19,17,18,15,14,14,20,16,16,15,17,17,18,16,15,17,14,15,16,"tabloid"
"719",22,21,22,22,22,19,20,20,22,19,19,18,21,21,21,19,18,22,20,19,21,"tabloid"
"720",86,79,83,66,81,52,55,47,86,70,70,57,76,74,78,70,57,66,47,51,62,"tabloid"
"721",21,19,21,19,18,17,17,16,21,16,16,14,18,17,18,16,14,19,16,17,14,"tabloid"
"722",33,32,33,27,33,28,29,22,33,29,29,29,32,32,32,29,29,27,21,27,32,"tabloid"
"723",50,48,50,37,49,29,30,39,50,45,45,42,47,47,48,45,42,36,39,28,45,"tabloid"
"724",21,21,21,20,21,19,21,19,20,19,18,18,20,20,21,18,18,20,19,18,20,"tabloid"
"725",24,22,24,21,22,20,20,17,24,19,19,18,20,20,22,19,18,21,17,20,20,"tabloid"
"726",29,29,29,24,29,21,22,22,29,24,24,18,29,29,29,24,18,24,22,20,20,"tabloid"
"727",17,17,17,16,17,15,16,17,17,15,15,14,17,17,17,15,14,16,17,15,16,"tabloid"
"728",15,15,15,13,15,14,14,13,14,13,12,12,13,13,15,12,12,13,13,14,13,"tabloid"
"729",12,12,12,12,12,12,12,11,12,9,9,9,12,12,12,9,9,12,11,12,11,"tabloid"
"730",29,27,29,21,27,19,18,13,29,23,23,17,24,24,27,23,17,21,13,19,22,"tabloid"
"731",22,22,22,19,22,18,19,17,22,18,18,17,22,22,22,18,17,19,17,18,20,"tabloid"
"732",29,29,29,23,29,23,22,20,29,26,26,25,29,29,29,26,25,23,20,23,28,"tabloid"
"733",19,19,19,16,19,14,14,11,19,15,15,15,19,19,19,15,15,16,11,14,19,"tabloid"
"734",12,10,12,10,10,10,10,8,11,8,8,8,10,10,10,8,8,10,8,9,10,"tabloid"
"735",28,26,28,22,27,22,21,21,28,24,24,24,26,26,26,24,24,22,21,20,27,"tabloid"
"736",12,12,12,11,12,12,12,12,12,10,10,10,12,12,12,10,10,11,12,12,11,"tabloid"
"737",13,13,13,11,13,11,10,10,13,11,11,9,12,12,13,11,9,11,10,11,9,"tabloid"
"738",16,16,16,14,16,12,12,14,16,13,13,13,15,15,16,13,13,14,12,12,15,"tabloid"
"739",28,27,28,22,28,20,20,20,28,23,23,21,27,26,26,23,21,22,19,19,21,"tabloid"
"740",22,20,22,20,21,19,18,18,22,19,19,18,20,20,20,19,18,19,18,19,18,"tabloid"
"741",18,15,18,13,16,10,12,13,18,14,14,11,15,15,15,14,11,13,13,10,12,"tabloid"
"742",58,53,58,43,55,37,38,41,58,39,35,31,49,49,53,35,31,43,41,34,41,"tabloid"
"743",31,29,31,26,29,21,23,19,31,26,26,22,27,26,29,26,22,26,19,21,25,"tabloid"
"744",16,15,16,16,16,14,13,14,16,13,13,13,15,15,15,13,13,16,14,14,14,"tabloid"
"745",19,19,19,17,19,17,16,17,19,18,18,16,18,18,19,18,16,17,17,17,16,"tabloid"
"746",13,12,13,13,13,12,13,13,13,12,12,12,12,12,12,12,12,13,13,12,12,"tabloid"
"747",15,15,15,15,15,15,15,14,15,11,11,11,15,15,15,11,11,15,14,15,14,"tabloid"
"748",22,19,22,21,19,18,18,14,22,17,17,16,18,18,19,17,16,21,14,17,17,"tabloid"
"749",26,26,26,22,26,21,21,21,26,24,24,23,25,25,26,24,23,22,21,17,23,"tabloid"
"750",26,25,26,20,25,19,19,22,26,21,21,16,24,24,25,21,16,20,22,19,18,"tabloid"
"751",18,17,18,18,17,14,14,16,18,16,16,16,17,17,17,16,16,18,16,14,17,"tabloid"
"752",17,17,17,16,17,16,17,15,17,15,15,14,16,16,17,15,14,16,15,16,16,"tabloid"
"753",24,24,24,20,24,22,21,19,24,22,22,22,24,24,24,22,22,20,19,22,24,"tabloid"
"754",29,28,28,26,29,26,27,21,28,27,27,25,27,27,28,27,25,26,21,24,26,"tabloid"
"755",23,22,23,23,23,22,22,19,23,18,17,17,20,20,22,17,17,23,19,22,22,"tabloid"
"756",16,15,16,13,15,13,13,13,16,13,13,10,15,15,15,13,10,13,13,13,12,"tabloid"
"757",23,20,23,16,20,16,18,12,23,17,17,15,19,19,20,17,15,16,12,16,16,"tabloid"
"758",19,17,18,16,17,13,13,13,19,15,15,12,17,17,17,15,12,16,13,13,14,"tabloid"
"759",9,8,9,8,8,8,8,8,9,6,6,6,8,8,8,6,6,8,8,8,8,"tabloid"
"760",20,20,20,17,20,18,18,17,20,18,18,18,20,20,20,18,18,17,16,17,20,"tabloid"
"761",27,26,27,24,26,24,24,26,27,23,23,22,26,26,26,23,22,24,26,24,25,"tabloid"
"762",17,15,17,13,15,12,13,13,16,14,14,13,15,15,15,14,13,13,13,11,13,"tabloid"
"763",22,20,22,18,21,17,17,15,22,18,17,14,20,20,20,17,14,18,15,15,15,"tabloid"
"764",20,19,20,18,19,18,18,17,20,19,18,16,19,19,19,18,16,18,17,18,17,"tabloid"
"765",23,19,23,19,19,17,17,15,23,16,16,16,17,17,19,16,16,19,15,15,18,"tabloid"
"766",22,19,22,16,19,10,12,15,22,18,18,18,19,19,19,18,18,16,15,10,19,"tabloid"
"767",17,16,17,12,16,15,14,13,17,14,14,12,16,16,16,14,12,12,13,14,12,"tabloid"
"768",20,17,20,16,18,15,16,17,20,16,16,15,17,17,17,16,15,16,17,15,17,"tabloid"
"769",26,23,26,20,24,20,19,15,26,22,22,19,23,23,23,22,19,20,15,20,19,"tabloid"
"770",23,21,23,21,22,19,20,18,23,12,12,9,18,18,21,12,9,21,18,19,11,"tabloid"
"771",25,24,25,21,24,23,22,20,25,22,22,20,23,22,24,22,20,21,20,23,21,"tabloid"
"772",32,28,32,26,28,28,28,23,32,26,26,22,26,26,28,26,22,25,23,27,22,"tabloid"
"773",16,15,16,15,15,15,14,13,16,13,13,10,15,15,15,13,10,15,13,14,12,"tabloid"
"774",17,16,17,17,17,15,15,16,17,13,13,13,16,16,16,13,13,17,16,15,16,"tabloid"
"775",31,28,31,24,30,21,21,18,31,26,25,23,27,27,28,25,23,24,18,19,23,"tabloid"
"776",22,22,22,19,22,15,15,13,22,21,21,21,22,22,22,21,21,19,13,15,21,"tabloid"
"777",11,10,11,10,10,9,9,10,11,8,8,8,9,9,10,8,8,10,10,9,10,"tabloid"
"778",21,19,21,20,18,15,15,14,21,17,17,16,19,18,18,17,16,20,14,15,17,"tabloid"
"779",28,27,28,26,27,23,24,22,28,22,22,22,27,27,27,22,22,26,22,23,26,"tabloid"
"780",27,24,27,17,26,18,17,19,27,21,21,21,24,24,24,21,21,17,18,17,25,"tabloid"
"781",23,23,23,20,23,19,18,20,23,21,21,21,23,23,23,21,21,20,20,19,22,"tabloid"
"782",14,12,14,12,14,10,11,9,14,10,10,10,11,11,12,10,10,12,9,10,11,"tabloid"
"783",12,12,12,11,12,12,12,12,11,7,6,6,11,11,12,6,6,11,12,12,10,"tabloid"
"784",41,40,40,36,40,33,33,32,41,34,34,33,38,38,40,34,33,36,32,32,38,"tabloid"
"785",22,22,21,19,22,18,19,16,22,18,18,16,21,21,22,18,16,19,16,17,19,"tabloid"
"786",15,15,15,14,15,12,13,13,15,14,14,13,15,15,15,14,13,14,13,12,14,"tabloid"
"787",16,16,16,14,16,15,15,13,16,13,13,13,16,16,16,13,13,14,13,14,16,"tabloid"
"788",18,17,18,17,18,15,16,13,18,14,14,13,17,17,17,14,13,17,12,15,17,"tabloid"
"789",19,18,19,15,19,14,14,16,19,14,14,12,17,17,18,14,12,15,16,13,13,"tabloid"
"790",15,15,15,14,15,13,14,13,15,14,14,13,14,14,15,14,13,14,13,13,14,"tabloid"
"791",22,20,20,18,21,17,18,17,22,12,12,11,18,18,20,12,11,18,17,17,18,"tabloid"
"792",20,19,20,17,19,12,14,17,19,17,16,15,18,18,19,16,15,17,17,12,16,"tabloid"
"793",13,13,13,11,13,12,11,11,13,10,10,9,13,13,13,10,9,11,11,10,10,"tabloid"
"794",14,14,14,12,14,13,13,11,14,13,13,11,14,14,14,13,11,12,11,13,12,"tabloid"
"795",16,16,16,16,15,14,14,12,16,13,13,10,15,13,15,13,10,16,12,14,12,"tabloid"
"796",38,38,38,30,38,26,26,29,38,31,31,28,36,36,38,31,28,30,29,23,31,"tabloid"
"797",16,15,16,12,15,14,13,16,16,11,11,11,15,15,15,11,11,12,13,14,15,"tabloid"
"798",59,55,59,48,56,47,44,47,59,42,41,35,55,55,55,41,35,48,47,47,47,"tabloid"
"799",69,66,68,47,67,38,35,42,69,62,62,40,61,61,66,62,40,47,42,37,42,"tabloid"
"800",41,41,41,32,41,18,21,27,41,39,39,37,41,41,41,39,37,32,26,18,39,"tabloid"
"801",35,32,35,30,32,30,30,28,35,28,28,23,30,30,32,28,23,30,28,28,26,"tabloid"
"802",22,22,22,19,22,14,13,15,22,20,20,16,21,21,22,20,16,19,15,14,18,"tabloid"
"803",27,23,27,22,24,18,18,18,27,21,21,17,22,22,23,21,17,22,18,18,20,"tabloid"
"804",15,13,15,13,14,14,13,15,15,13,13,10,12,12,13,13,10,13,15,14,10,"tabloid"
"805",28,28,28,28,28,25,25,24,28,28,28,28,28,28,28,28,28,28,24,25,28,"tabloid"
"806",86,35,83,43,45,27,29,28,86,30,30,28,32,32,35,30,28,43,28,23,57,"tabloid"
"807",39,36,38,29,37,32,32,26,38,33,32,31,35,35,36,32,31,29,26,31,33,"tabloid"
"808",22,20,22,16,20,17,16,15,22,18,18,18,20,20,20,18,18,16,15,17,20,"tabloid"
"809",16,16,16,14,16,14,15,14,16,14,14,13,16,16,16,14,13,14,14,14,15,"tabloid"
"810",18,18,18,17,18,17,17,14,17,16,16,16,18,18,18,16,16,17,14,16,17,"tabloid"
"811",17,16,17,13,17,15,15,11,17,14,14,12,14,14,16,14,12,13,11,15,12,"tabloid"
"812",12,10,12,10,10,9,9,9,12,8,8,7,9,9,10,8,7,10,9,9,9,"tabloid"
"813",15,15,15,11,15,11,12,9,14,12,11,10,13,13,15,11,10,11,9,10,12,"tabloid"
"814",22,21,22,21,22,20,20,19,22,19,19,17,21,21,21,19,17,21,19,20,19,"tabloid"
"815",23,23,23,22,23,18,20,19,22,20,19,19,23,23,23,19,19,22,19,17,22,"tabloid"
"816",20,20,20,18,20,13,16,15,20,17,17,16,20,20,20,17,16,18,15,13,17,"tabloid"
"817",32,31,32,25,31,25,26,23,32,28,28,24,30,30,31,28,24,25,23,25,26,"tabloid"
"818",15,15,15,12,15,11,10,12,15,13,13,13,14,14,15,13,13,12,12,11,13,"tabloid"
"819",14,14,14,13,14,12,12,12,14,14,14,13,13,13,14,14,13,13,12,12,13,"tabloid"
"820",30,28,30,29,28,24,24,21,30,28,28,28,28,28,28,28,28,29,21,22,28,"tabloid"
"821",22,21,22,17,22,16,17,16,21,19,18,17,20,20,21,18,17,17,16,16,18,"tabloid"
"822",21,20,21,14,20,14,13,13,21,17,17,15,16,16,20,17,15,14,13,14,16,"tabloid"
"823",24,23,24,22,24,22,21,18,24,22,22,17,20,20,23,22,17,22,18,22,17,"tabloid"
"824",42,40,42,30,39,29,28,20,42,38,38,23,39,38,39,38,23,30,19,25,23,"tabloid"
"825",62,59,62,46,59,38,42,38,62,56,56,51,58,58,59,56,51,45,38,37,52,"tabloid"
"826",56,54,56,44,53,34,36,35,55,50,49,47,53,52,53,49,47,44,35,32,49,"tabloid"
"827",32,30,31,23,30,21,21,19,32,28,28,24,29,29,30,29,24,23,19,20,25,"tabloid"
"828",16,16,16,13,16,15,14,13,16,14,14,11,16,16,16,14,11,13,13,15,12,"tabloid"
"829",12,11,12,10,11,12,12,11,11,8,8,7,11,11,11,8,7,10,11,12,9,"tabloid"
"830",14,14,14,13,14,14,14,13,13,12,11,9,13,13,14,11,9,13,13,14,10,"tabloid"
"831",18,15,18,14,15,13,13,15,18,13,13,12,15,15,15,13,12,14,15,13,14,"tabloid"
"832",18,18,18,16,18,15,15,11,18,16,16,16,17,17,18,16,16,16,11,15,18,"tabloid"
"833",19,16,19,15,17,14,13,13,19,14,14,12,14,14,16,14,12,15,13,14,13,"tabloid"
"834",17,16,17,15,17,11,11,11,16,15,14,12,15,15,16,14,12,15,11,11,13,"tabloid"
"835",22,19,22,20,19,15,16,15,22,19,19,17,18,18,19,19,17,19,15,15,17,"tabloid"
"836",13,13,13,13,13,12,12,12,13,10,10,10,13,13,13,10,10,13,12,12,12,"tabloid"
"837",17,15,17,14,17,13,12,11,17,14,14,14,15,15,15,14,14,14,11,12,15,"tabloid"
"838",58,54,57,51,57,40,44,48,58,41,39,37,50,50,54,39,37,51,47,40,43,"tabloid"
"839",34,31,34,29,31,20,22,24,34,28,28,26,31,31,31,28,26,29,24,20,28,"tabloid"
"840",20,19,20,15,19,17,16,13,19,15,14,12,17,17,19,14,12,15,13,17,14,"tabloid"
"841",22,21,22,21,21,17,15,17,22,19,19,19,21,21,21,19,19,21,17,16,21,"tabloid"
"842",30,29,30,21,30,24,22,24,29,24,23,23,25,25,29,23,23,21,23,23,26,"tabloid"
"843",16,16,16,16,16,14,14,16,16,13,13,13,16,16,16,13,13,16,16,14,16,"tabloid"
"844",22,22,22,18,22,19,19,18,22,15,15,14,22,22,22,15,14,18,18,18,20,"tabloid"
"845",31,31,30,25,31,21,22,22,31,27,27,18,30,29,31,27,18,25,22,20,21,"tabloid"
"846",23,23,23,20,23,17,17,20,23,18,18,13,23,23,23,18,13,20,20,17,17,"tabloid"
"847",20,20,20,19,20,16,16,16,20,19,19,18,20,20,20,19,18,19,16,16,19,"tabloid"
"848",15,15,15,15,15,14,14,14,15,14,14,14,15,15,15,14,14,15,14,13,15,"tabloid"
"849",31,28,31,23,30,19,20,17,31,25,25,24,27,27,28,25,24,23,17,19,27,"tabloid"
"850",18,18,18,17,18,15,15,16,18,18,18,15,17,17,18,18,15,17,16,14,15,"tabloid"
"851",24,24,24,22,24,19,21,20,24,18,18,17,24,24,24,18,17,21,20,17,23,"tabloid"
"852",31,31,31,24,31,19,19,20,31,26,26,23,31,31,31,26,23,24,20,19,26,"tabloid"
"853",16,15,16,14,15,15,14,14,16,13,13,13,14,14,15,13,13,14,14,15,14,"tabloid"
"854",25,25,25,24,25,22,23,22,24,22,21,20,24,24,25,21,20,24,22,22,22,"tabloid"
"855",22,21,21,19,21,17,18,16,21,18,17,13,18,18,21,17,13,18,16,16,14,"tabloid"
"856",16,16,16,14,16,13,14,15,16,14,14,14,15,15,16,14,14,14,15,12,16,"tabloid"
"857",90,88,89,67,88,64,65,62,90,76,76,72,84,84,88,76,72,66,62,63,79,"tabloid"
"858",31,29,31,21,29,20,21,17,31,26,26,23,29,29,29,26,23,20,17,19,25,"tabloid"
"859",23,22,22,18,22,17,18,16,23,19,19,18,21,21,22,19,18,18,16,17,20,"tabloid"
"860",26,26,26,24,26,19,19,21,26,22,22,22,25,25,26,22,22,24,21,19,25,"tabloid"
"861",21,20,21,18,20,15,16,17,21,14,14,12,20,20,20,14,12,18,17,14,15,"tabloid"
"862",17,17,17,14,17,13,13,14,17,16,16,15,17,17,17,16,15,14,14,13,16,"tabloid"
"863",31,29,31,23,30,22,22,19,31,26,26,24,28,28,29,26,24,23,19,21,25,"tabloid"
"864",22,22,22,19,22,19,19,20,22,19,19,18,21,21,22,19,18,19,20,19,19,"tabloid"
"865",10,10,10,10,10,10,10,10,10,7,7,7,10,10,10,7,7,10,10,10,10,"tabloid"
"866",30,30,30,22,30,18,17,19,30,27,27,26,30,30,30,27,26,22,18,18,28,"tabloid"
"867",10,8,10,8,9,8,7,8,10,6,6,6,8,8,8,6,6,8,8,8,6,"tabloid"
"868",19,17,19,16,18,15,15,15,19,17,17,16,17,17,17,17,16,16,15,15,17,"tabloid"
"869",18,18,18,18,18,14,15,17,18,16,16,15,17,17,18,16,15,18,17,14,16,"tabloid"
"870",20,19,20,18,19,14,15,17,19,17,16,15,18,18,19,16,15,18,17,14,16,"tabloid"
"871",14,14,14,13,14,11,11,12,14,13,13,12,14,14,14,13,12,13,12,11,13,"tabloid"
"872",28,28,28,23,28,22,21,24,27,21,20,20,26,25,28,20,20,23,24,22,26,"tabloid"
"873",17,17,17,15,17,11,12,13,17,14,14,14,17,17,17,14,14,15,13,10,17,"tabloid"
"874",14,12,14,13,13,13,13,12,13,9,8,8,11,11,12,8,8,13,12,13,10,"tabloid"
"875",22,22,22,21,22,17,18,21,21,18,17,15,21,21,22,17,15,21,21,16,19,"tabloid"
"876",12,10,12,10,10,10,10,9,12,8,8,8,10,10,10,8,8,10,9,9,10,"tabloid"
"877",20,19,20,16,19,14,16,17,20,17,17,16,19,19,19,17,16,16,17,13,17,"tabloid"
"878",31,28,31,22,29,24,22,24,31,23,23,21,28,28,28,23,21,22,24,24,22,"tabloid"
"879",21,20,21,20,20,20,20,20,21,16,16,13,20,20,20,16,13,20,20,19,17,"tabloid"
"880",46,45,46,33,45,30,31,25,46,42,42,42,44,44,45,42,42,33,25,29,44,"tabloid"
"881",31,30,31,26,31,21,20,27,31,29,29,29,30,30,30,29,29,25,26,20,30,"tabloid"
"882",20,20,19,17,20,16,17,14,20,19,19,18,19,19,20,19,18,17,14,16,19,"tabloid"
"883",19,18,19,16,18,12,13,13,19,16,16,14,17,17,18,16,14,16,13,11,15,"tabloid"
"884",48,46,48,39,46,33,36,32,48,42,42,31,45,45,46,42,31,39,31,33,35,"tabloid"
"885",17,17,17,15,17,16,15,16,17,14,14,14,16,16,17,14,14,15,16,16,16,"tabloid"
"886",13,10,13,12,11,10,10,8,12,9,9,8,10,10,10,9,8,12,8,10,9,"tabloid"
"887",20,20,20,17,20,15,12,15,20,19,19,16,19,19,20,19,16,17,15,15,17,"tabloid"
"888",22,20,22,20,20,17,18,19,21,16,15,14,20,20,20,15,14,20,19,16,18,"tabloid"
"889",30,29,30,28,30,25,24,28,30,27,27,22,28,28,29,27,22,28,27,25,23,"tabloid"
"890",54,53,54,48,53,46,47,47,54,43,43,43,53,53,53,43,43,48,47,46,52,"tabloid"
"891",20,19,20,20,20,18,18,18,20,16,16,15,19,19,19,16,15,20,18,18,18,"tabloid"
"892",41,39,41,33,39,26,25,31,40,37,36,34,36,36,39,36,34,33,31,25,34,"tabloid"
"893",27,26,27,24,25,24,22,18,27,24,24,12,25,24,25,24,12,24,18,24,12,"tabloid"
"894",22,20,22,20,21,15,15,17,21,19,18,12,17,17,20,18,12,19,17,15,12,"tabloid"
"895",13,13,13,10,13,12,12,11,13,11,11,9,13,13,13,11,9,10,11,12,10,"tabloid"
"896",17,17,17,15,17,12,13,15,17,14,13,10,16,16,17,13,10,15,15,12,13,"tabloid"
"897",14,14,14,14,14,14,13,13,14,11,11,11,14,14,14,11,11,14,13,14,14,"tabloid"
"898",24,24,24,23,23,20,20,19,24,22,22,21,24,23,23,22,21,23,19,19,22,"tabloid"
"899",9,9,9,9,9,9,9,8,9,8,8,8,9,9,9,8,8,9,8,9,9,"tabloid"
"900",11,11,11,9,11,9,10,10,11,9,9,8,11,11,11,9,8,9,10,9,8,"tabloid"
"901",20,19,20,16,20,17,16,15,19,18,17,17,17,17,19,17,17,16,15,16,17,"tabloid"
"902",24,24,24,24,24,22,23,19,24,19,19,19,24,24,24,19,19,24,18,22,24,"tabloid"
"903",16,16,16,16,16,14,14,14,16,13,13,13,16,16,16,13,13,16,14,14,16,"tabloid"
"904",14,14,14,13,14,13,13,13,14,11,11,11,13,13,14,11,11,13,13,13,12,"tabloid"
"905",19,19,19,18,19,18,17,17,19,17,17,16,19,19,19,17,16,18,17,18,18,"tabloid"
"906",23,23,23,23,23,21,20,18,23,21,21,21,22,22,23,21,21,23,18,21,22,"tabloid"
"907",21,17,21,14,17,15,14,15,21,16,16,15,16,16,17,16,15,14,15,15,16,"tabloid"
"908",17,16,17,16,16,16,15,14,17,15,15,14,16,16,16,15,14,16,14,16,15,"tabloid"
"909",37,37,37,30,37,27,27,26,36,29,28,19,34,34,37,28,19,30,26,24,25,"tabloid"
"910",18,18,18,18,18,13,13,16,18,16,16,14,18,18,18,16,14,18,16,13,15,"tabloid"
"911",31,28,31,25,29,19,21,23,31,25,25,25,27,27,28,25,25,25,23,18,26,"tabloid"
"912",19,19,19,18,19,15,14,15,19,18,18,17,19,19,19,18,17,18,15,15,17,"tabloid"
"913",27,26,27,18,26,18,19,19,27,24,24,13,25,25,26,24,13,18,19,18,14,"tabloid"
"914",35,34,35,30,34,26,26,31,35,32,31,30,34,34,34,31,30,30,31,26,31,"tabloid"
"915",13,13,13,11,13,9,9,9,12,11,10,10,11,11,13,10,10,11,9,9,12,"tabloid"
"916",17,17,17,15,17,13,14,14,17,14,14,13,16,16,17,14,13,15,14,13,15,"tabloid"
"917",19,18,19,18,18,17,18,17,19,15,15,15,18,18,18,15,15,18,17,17,18,"tabloid"
"918",22,18,20,17,18,12,10,15,22,13,13,13,16,16,18,13,13,17,15,12,15,"tabloid"
"919",19,19,19,19,19,15,15,14,19,17,17,17,19,19,19,17,17,19,14,15,19,"tabloid"
"920",34,31,34,29,32,22,22,23,34,27,27,26,31,31,31,27,26,29,23,22,29,"tabloid"
"921",16,15,16,14,16,15,15,16,15,13,12,12,13,13,15,12,12,14,16,15,12,"tabloid"
"922",22,19,22,14,19,16,16,16,22,15,14,10,19,19,19,14,10,14,16,16,14,"tabloid"
"923",20,20,20,17,20,16,15,17,20,18,18,18,20,20,20,18,18,17,17,16,19,"tabloid"
"924",16,14,16,11,14,13,12,10,16,12,12,12,14,14,14,12,12,11,10,13,14,"tabloid"
